CONTROL,REGION,SHIPMONTH,SECTIONS,WEIGHT,WGTADJ,STATUS,PRICE,SQFT,BEDROOMS,TITLED,LOCATION,FOUNDATION,SECURED,JSTATUS,JPRICE,JSQFT,JBEDROOM,JTITLED,JLOCATION,JFOUNDATION,JSECURED
1401244,3,201401,2,17.389285714,1.081805946,2,95900,1620,3,2,3,3,1,R,R,R,R,R,R,R,R
1401245,2,201401,2,2.427272727,1.081805946,1,69900,1456,3,9,9,9,9,R,R,R,R,9,9,9,9
1401246,1,201401,2,2.408333333,1.081805946,2,104700,2000,3,2,3,3,1,R,R,R,R,R,R,R,R
1401247,4,201401,1,11.568421053,0.927452179,2,49600,896,1,2,1,3,1,R,R,R,R,R,R,R,R
1401248,1,201401,2,2.408333333,1.081805946,1,76300,1248,3,9,9,9,9,I,I,I,I,9,9,9,9
1401249,2,201401,2,2.427272727,1.081805946,2,83400,1456,3,2,1,2,1,I,I,I,I,I,I,I,I
1401250,4,201401,2,5.784210526,1.081805946,2,73100,1152,3,2,1,3,1,R,I,R,R,R,R,R,R
1401251,2,201401,2,2.427272727,1.081805946,2,95000,2400,3,2,3,2,1,R,R,R,R,R,R,R,R
1401252,3,201401,2,17.389285714,1.081805946,2,56300,1456,3,2,3,1,9,R,R,R,R,R,R,R,R
1401253,2,201401,2,2.427272727,1.081805946,2,82400,1680,3,2,3,2,1,R,R,R,R,R,R,R,R
1401254,2,201401,2,2.427272727,1.081805946,2,110000,2400,3,1,3,2,1,R,R,R,R,R,R,R,R
1401255,5,201401,3,3.856140351,1.081805946,2,87300,1568,3,2,3,3,1,R,I,I,I,I,I,I,I
1401256,3,201401,1,34.778571429,0.927452179,2,46900,1312,1,1,3,2,1,R,R,R,R,R,R,I,R
1401257,4,201401,2,5.784210526,1.081805946,2,98300,1890,3,3,3,3,1,I,I,I,I,I,I,I,I
1401258,3,201401,2,17.389285714,1.081805946,1,95000,2128,3,9,9,9,9,R,R,R,R,9,9,9,9
1401259,1,201401,1,4.816666667,0.927452179,1,36900,784,1,9,9,9,9,R,R,R,R,9,9,9,9
1401260,2,201401,2,2.427272727,1.081805946,2,79600,1344,3,3,1,3,1,R,I,R,R,R,R,R,R
1401261,4,201401,1,11.568421053,0.927452179,2,50300,1120,3,1,3,1,9,R,I,I,I,I,I,I,R
1401262,4,201401,2,5.784210526,1.081805946,1,99900,1848,3,9,9,9,9,R,R,R,R,9,9,9,9
1401263,2,201401,2,2.427272727,1.081805946,2,87300,1568,3,2,3,3,1,R,I,I,I,R,R,R,R
1401264,3,201401,2,17.389285714,1.081805946,2,83500,2304,3,2,3,3,1,R,R,R,R,R,R,R,R
1401265,1,201401,2,2.408333333,1.081805946,2,41500,1232,3,3,3,3,1,R,R,R,R,R,R,R,R
1401266,3,201401,2,17.389285714,1.081805946,2,41400,1000,1,2,3,1,9,R,R,R,R,R,R,R,R
1401267,4,201401,2,5.784210526,1.081805946,2,43200,1344,3,2,3,3,1,R,R,R,R,R,R,R,R
1401268,4,201401,2,5.784210526,1.081805946,2,96000,1890,3,1,3,1,9,R,R,R,R,R,R,R,R
1401269,3,201401,1,34.778571429,0.927452179,2,41500,1216,3,2,3,3,1,R,R,R,R,R,R,R,R
1401270,3,201401,1,34.778571429,0.927452179,2,53600,1216,3,2,3,3,1,I,I,I,I,I,I,I,I
1401271,3,201401,2,17.389285714,1.081805946,2,106400,2128,3,2,3,3,1,I,I,I,I,I,I,I,I
1401272,3,201401,1,34.778571429,0.927452179,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1401273,3,201401,2,17.389285714,1.081805946,2,70000,2112,3,2,3,2,1,R,R,R,R,R,R,R,R
1401274,3,201401,2,17.389285714,1.081805946,2,95000,2304,3,2,3,1,9,R,R,R,R,R,R,R,R
1401275,3,201401,2,17.389285714,1.081805946,1,94900,1792,3,9,9,9,9,R,I,R,R,9,9,9,9
1401276,2,201401,2,2.427272727,1.081805946,2,89200,1624,3,2,3,3,1,R,I,I,I,I,I,I,I
1401277,3,201401,1,34.778571429,0.927452179,2,53600,1216,3,2,3,3,1,R,I,I,I,I,I,I,I
1401278,3,201401,1,34.778571429,0.927452179,2,35000,1280,3,2,3,3,1,R,R,R,R,R,R,R,R
1401279,1,201401,2,2.408333333,1.081805946,2,127000,1296,1,3,1,3,1,R,R,R,R,R,R,R,R
1401280,2,201401,1,4.854545455,0.927452179,2,57300,1300,3,2,1,3,1,R,I,I,I,I,I,I,I
1401281,4,201401,1,11.568421053,0.927452179,2,84200,896,1,2,1,2,1,R,R,R,R,R,R,R,R
1401282,4,201401,2,5.784210526,1.081805946,2,185900,1566,1,1,3,1,9,R,R,R,R,R,R,R,R
1401283,4,201401,2,5.784210526,1.081805946,2,85400,1512,3,3,1,1,9,R,I,R,R,R,R,R,R
1401284,2,201401,2,2.427272727,1.081805946,2,72000,1100,3,2,1,2,1,R,I,R,R,R,R,R,R
1401285,3,201401,1,34.778571429,0.927452179,2,33600,700,1,2,1,3,1,R,R,R,R,R,R,R,R
1401286,2,201401,2,2.427272727,1.081805946,2,76000,1680,3,2,3,3,1,R,R,R,R,R,R,R,R
1401287,2,201401,2,2.427272727,1.081805946,2,75800,1232,3,2,1,2,1,R,I,R,R,R,R,R,R
1401288,1,201401,1,4.816666667,0.927452179,2,50400,1122,1,2,1,2,1,R,I,R,R,R,R,R,R
1401289,3,201401,1,34.778571429,0.927452179,1,42700,896,1,9,9,9,9,I,I,I,I,9,9,9,9
1401290,4,201401,2,5.784210526,1.081805946,2,84700,1568,3,2,3,2,1,R,R,R,R,R,R,R,R
1401291,1,201401,2,2.408333333,1.081805946,2,69800,1000,3,2,1,3,1,R,I,R,R,R,R,R,R
1401292,3,201401,2,17.389285714,1.081805946,2,87300,1568,3,2,3,3,1,R,I,R,R,R,R,R,R
1401293,4,201401,2,5.784210526,1.081805946,2,99200,1917,3,1,3,1,9,R,R,R,R,R,R,R,R
1401294,3,201401,2,17.389285714,1.081805946,2,55400,1904,3,2,3,1,9,R,R,R,R,R,R,R,R
1401295,3,201401,2,17.389285714,1.081805946,1,90000,1248,1,9,9,9,9,R,R,R,R,9,9,9,9
1401296,1,201401,2,2.408333333,1.081805946,2,84000,1792,3,1,3,1,9,R,R,R,R,R,R,R,R
1401297,2,201401,2,2.427272727,1.081805946,2,79400,2048,3,1,3,1,9,R,R,R,R,R,R,R,R
1401298,2,201401,2,2.427272727,1.081805946,2,86200,1536,3,2,1,3,1,R,I,R,R,R,R,R,R
1401299,2,201401,1,4.854545455,0.927452179,2,43600,924,3,2,1,3,1,I,I,R,R,I,I,I,I
1401300,3,201401,2,17.389285714,1.081805946,2,108000,2176,3,2,3,3,1,R,I,R,R,R,R,R,R
1401301,4,201401,2,5.784210526,1.081805946,2,66000,1120,3,2,3,3,1,R,R,R,R,R,R,R,R
1401302,3,201401,2,17.389285714,1.081805946,1,67900,1920,3,9,9,9,9,R,R,R,R,9,9,9,9
1401303,3,201401,2,17.389285714,1.081805946,1,72900,1792,3,9,9,9,9,R,R,R,R,9,9,9,9
1401304,4,201401,2,5.784210526,1.081805946,2,90000,1248,3,2,1,3,1,R,R,R,R,R,R,R,R
1401305,3,201401,2,2.427272727,1.081805946,2,94900,1792,3,2,3,1,9,I,I,I,I,I,I,I,R
1401306,2,201401,2,2.427272727,1.081805946,2,143000,1904,3,2,1,3,1,R,R,I,I,I,I,I,I
1401307,3,201401,2,17.389285714,1.081805946,2,87300,1568,3,2,1,3,1,I,I,I,I,I,I,I,I
1401308,3,201401,2,17.389285714,1.081805946,2,55200,1568,3,2,3,3,1,R,R,R,R,R,R,R,R
1401309,4,201401,2,5.784210526,1.081805946,2,101000,1344,3,2,1,1,9,R,R,R,R,R,R,R,R
1401310,2,201401,2,2.427272727,1.081805946,2,87300,1568,3,2,3,3,1,R,I,I,I,R,R,R,R
1401311,2,201401,2,2.427272727,1.081805946,2,87300,1568,3,2,1,2,1,R,I,R,R,R,R,R,R
1401312,3,201401,2,17.389285714,1.081805946,2,79600,1344,3,2,3,3,1,I,I,I,I,I,I,I,I
1401313,3,201401,1,34.778571429,0.927452179,1,55800,1280,3,9,9,9,9,I,I,I,I,9,9,9,9
1401314,1,201401,2,2.408333333,1.081805946,2,83400,1456,3,2,3,2,1,R,I,I,I,I,I,I,I
1401315,4,201401,2,5.784210526,1.081805946,2,84400,1485,1,2,3,3,1,I,I,I,I,I,I,I,I
1401316,3,201401,2,2.427272727,1.081805946,2,69800,1000,3,2,3,3,1,I,I,I,I,I,I,I,I
1401317,2,201401,2,2.427272727,1.081805946,2,76000,1568,3,2,3,2,1,R,R,R,R,R,R,R,R
1401318,3,201401,2,17.389285714,1.081805946,2,53600,1568,3,2,1,3,1,R,R,R,R,R,R,R,R
1401319,2,201401,2,2.427272727,1.081805946,2,116800,1904,3,2,3,3,1,R,R,R,R,R,R,R,R
1401320,3,201401,2,17.389285714,1.081805946,1,41400,1000,3,9,9,9,9,R,R,R,R,9,9,9,9
1401321,4,201401,2,5.784210526,1.081805946,2,118900,1920,3,2,3,1,9,R,R,R,R,R,R,R,R
1401322,3,201401,1,34.778571429,0.927452179,2,24500,1216,3,2,3,3,1,R,R,R,R,I,I,I,R
1401323,1,201401,2,2.408333333,1.081805946,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1401324,1,201401,2,2.408333333,1.081805946,2,69500,1680,3,1,3,2,1,R,R,R,R,R,R,R,R
1401325,2,201401,2,2.427272727,1.081805946,2,78000,1296,3,2,1,2,1,I,I,I,I,I,I,I,I
1401326,4,201401,2,5.784210526,1.081805946,2,76900,1372,1,2,1,2,1,R,R,R,R,R,R,R,R
1401327,3,201401,1,34.778571429,0.927452179,1,44000,1280,3,9,9,9,9,R,R,R,R,9,9,9,9
1401328,1,201401,1,4.816666667,0.927452179,1,46200,1216,3,9,9,9,9,R,R,R,R,9,9,9,9
1401329,2,201401,2,2.427272727,1.081805946,2,79600,1344,3,2,3,3,1,I,I,I,I,I,I,I,I
1401330,1,201401,1,4.816666667,0.927452179,2,46600,1064,3,2,3,3,1,R,R,R,R,R,R,R,R
1401331,4,201401,1,11.568421053,0.927452179,2,50300,1120,3,2,3,2,1,R,I,R,R,I,I,R,R
1401332,2,201401,1,4.854545455,0.927452179,2,53600,1216,3,2,3,3,1,I,I,I,I,I,I,I,I
1401333,2,201401,1,4.854545455,0.927452179,2,33900,700,1,2,3,2,1,R,I,R,R,R,R,R,R
1401334,4,201401,2,5.784210526,1.081805946,1,85000,1248,3,9,9,9,9,R,R,R,R,9,9,9,9
1401335,4,201401,2,5.784210526,1.081805946,2,95900,1092,1,2,1,3,1,R,R,R,R,R,R,R,R
1401336,5,201401,3,3.856140351,1.081805946,2,160000,2560,3,2,3,1,9,R,R,R,R,R,R,R,R
1401337,2,201401,1,4.854545455,0.927452179,2,57300,1300,3,1,1,2,1,I,I,I,I,I,I,I,I
1401338,4,201401,2,5.784210526,1.081805946,2,108000,1568,3,2,3,3,1,R,R,R,R,R,R,R,R
1401339,3,201401,2,17.389285714,1.081805946,2,50000,1344,3,1,3,1,9,R,R,R,R,R,R,R,R
1401340,3,201401,2,17.389285714,1.081805946,2,95700,1904,3,2,3,2,1,R,R,R,R,R,R,R,R
1401341,4,201401,1,11.568421053,0.927452179,2,42700,896,1,1,3,3,1,I,I,I,I,I,I,I,I
1401342,2,201401,2,2.427272727,1.081805946,2,87300,1568,3,2,3,1,9,I,I,I,I,I,I,I,R
1401343,3,201401,2,17.389285714,1.081805946,1,75000,1568,3,9,9,9,9,R,R,R,R,9,9,9,9
1401344,3,201401,2,2.427272727,1.081805946,2,71400,1000,3,3,1,3,1,R,I,I,I,R,R,R,R
1401345,3,201401,2,17.389285714,1.081805946,2,75200,1920,3,2,3,3,1,R,R,R,R,R,R,R,R
1401346,2,201401,2,2.427272727,1.081805946,2,81700,1404,3,2,1,1,9,I,I,I,I,I,I,I,R
1401347,3,201401,2,17.389285714,1.081805946,2,112400,2304,3,2,3,1,9,I,I,I,I,I,I,I,R
1401348,3,201401,2,17.389285714,1.081805946,2,67000,1904,3,2,3,3,1,R,R,R,R,R,R,R,R
1401349,1,201401,2,2.408333333,1.081805946,1,73900,1456,3,9,9,9,9,R,R,R,R,9,9,9,9
1401350,2,201401,1,4.854545455,0.927452179,2,67100,1216,1,2,3,2,1,R,R,R,R,R,R,R,R
1401351,3,201401,2,17.389285714,1.081805946,2,70500,1344,3,2,3,2,1,R,R,R,R,R,R,R,R
1401352,3,201401,1,34.778571429,0.927452179,1,55800,1280,3,9,9,9,9,I,I,I,I,9,9,9,9
1401353,3,201401,2,17.389285714,1.081805946,2,108000,2176,3,2,3,3,1,I,I,I,I,I,I,I,I
1401354,1,201401,1,4.816666667,0.927452179,1,52900,1300,3,9,9,9,9,R,R,R,R,9,9,9,9
1401355,4,201401,2,5.784210526,1.081805946,2,43200,1152,3,2,3,3,1,R,R,R,R,R,R,R,R
1401356,2,201401,2,2.427272727,1.081805946,2,54000,1100,3,2,3,3,1,R,R,R,R,R,R,R,R
1401357,3,201401,1,34.778571429,0.927452179,2,55800,1280,3,2,3,3,1,I,I,I,I,I,I,I,I
1401358,3,201401,2,17.389285714,1.081805946,2,49900,1568,3,2,3,2,1,R,R,R,R,R,R,R,R
1401359,2,201401,2,2.427272727,1.081805946,2,89200,1624,3,2,3,3,1,R,I,I,I,R,R,R,R
1401360,5,201401,3,11.592857143,1.081805946,2,166000,1600,3,2,1,3,1,R,R,R,R,R,R,R,R
1401361,2,201401,2,2.427272727,1.081805946,2,83400,1456,3,2,1,2,1,R,I,R,R,R,R,R,R
1401362,3,201401,1,34.778571429,0.927452179,2,30100,924,3,2,3,3,1,R,R,R,R,R,R,R,R
1401363,3,201401,1,34.778571429,0.927452179,2,44900,1216,3,2,3,3,1,R,R,R,R,R,R,R,R
1401364,2,201401,2,2.427272727,1.081805946,2,110200,2240,3,2,3,3,1,R,I,R,R,R,R,R,R
1401365,2,201401,1,4.854545455,0.927452179,1,55800,1300,3,9,9,9,9,R,I,R,R,9,9,9,9
1401366,1,201401,2,2.408333333,1.081805946,1,52000,1232,3,9,9,9,9,R,R,R,R,9,9,9,9
1401367,5,201401,3,11.592857143,1.081805946,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1401368,3,201401,2,17.389285714,1.081805946,2,60200,1000,3,2,3,3,1,R,R,R,R,R,R,R,R
1401369,4,201401,2,5.784210526,1.081805946,2,98700,1904,3,2,1,1,9,I,I,R,R,I,I,I,R
1401370,2,201401,2,2.427272727,1.081805946,2,73500,1680,3,2,3,2,1,R,R,I,I,R,R,R,R
1401371,1,201401,1,4.816666667,0.927452179,2,43800,928,1,2,1,2,1,R,I,R,R,I,R,R,R
1401372,3,201401,2,17.389285714,1.081805946,2,78600,1664,3,2,3,2,1,R,R,R,R,R,R,R,R
1401373,3,201401,1,34.778571429,0.927452179,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1401374,1,201401,2,2.408333333,1.081805946,2,75000,1456,3,2,1,2,1,R,R,R,R,R,R,R,R
1401375,1,201401,1,4.816666667,0.927452179,2,38900,1008,3,2,3,3,1,R,R,R,R,R,R,R,R
1401376,4,201401,2,5.784210526,1.081805946,2,60000,900,1,3,1,3,1,R,I,R,R,R,R,R,R
1401377,3,201401,2,17.389285714,1.081805946,2,62000,1904,3,2,3,3,1,R,R,R,R,R,R,R,R
1401378,3,201401,2,17.389285714,1.081805946,1,98700,1904,3,9,9,9,9,R,I,I,I,9,9,9,9
1401379,4,201401,2,5.784210526,1.081805946,2,132500,1680,3,2,1,3,1,R,R,R,R,R,R,R,R
1401380,3,201401,1,34.778571429,0.927452179,2,53600,1216,3,2,3,1,9,I,I,I,I,I,I,I,R
1401381,2,201401,2,2.427272727,1.081805946,2,60000,1680,3,2,3,1,9,R,R,R,R,R,R,R,R
1401382,3,201401,1,34.778571429,0.927452179,2,47800,1216,3,2,1,3,1,R,R,R,R,R,R,R,R
1401383,4,201401,2,5.784210526,1.081805946,2,91100,1680,3,2,1,1,9,R,I,R,R,R,R,R,R
1401384,2,201401,2,2.427272727,1.081805946,2,143000,2400,3,2,3,3,1,R,R,R,R,R,R,R,R
1401385,4,201401,2,5.784210526,1.081805946,2,73100,1152,3,2,1,3,1,R,I,R,R,R,R,R,R
1401386,3,201401,2,17.389285714,1.081805946,2,60000,1568,3,2,3,3,1,R,R,R,R,R,R,R,R
1401387,3,201401,2,2.427272727,1.081805946,2,91300,1960,3,1,3,2,1,R,R,R,R,R,R,R,R
1401388,3,201401,2,17.389285714,1.081805946,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1401389,3,201401,1,34.778571429,0.927452179,2,43600,924,3,2,3,3,1,I,I,I,I,I,I,I,I
1401390,4,201401,2,5.784210526,1.081805946,2,109900,1056,1,2,1,1,9,R,R,R,R,R,R,R,R
1401391,3,201401,2,17.389285714,1.081805946,2,131700,2500,3,2,3,3,1,R,R,R,R,R,R,R,R
1401392,4,201401,2,5.784210526,1.081805946,2,125000,1568,3,2,1,3,1,R,R,R,R,R,R,R,R
1401393,1,201401,2,2.408333333,1.081805946,2,83400,1456,3,2,1,2,1,I,I,I,I,I,I,I,I
1401394,2,201401,2,2.427272727,1.081805946,2,111800,1904,3,2,3,3,1,R,R,R,R,R,R,R,R
1401395,4,201401,2,5.784210526,1.081805946,2,58300,1248,3,2,1,2,1,R,R,R,R,R,R,R,R
1401396,4,201401,1,11.568421053,0.927452179,2,46900,1020,1,1,3,1,9,R,I,I,I,I,I,I,R
1401397,4,201401,2,5.784210526,1.081805946,2,130000,1620,3,2,1,3,1,R,R,R,R,R,R,R,R
1401398,5,201401,3,3.856140351,1.081805946,1,149100,2040,3,9,9,9,9,R,R,R,R,9,9,9,9
1401399,2,201401,2,2.427272727,1.081805946,1,110000,1792,3,9,9,9,9,R,R,R,R,9,9,9,9
1401400,1,201401,2,2.408333333,1.081805946,2,84000,1568,3,2,1,2,1,R,R,R,R,R,R,R,R
1401401,3,201401,2,17.389285714,1.081805946,2,89500,1456,3,1,3,3,1,R,R,R,R,R,R,R,R
1401402,3,201401,2,17.389285714,1.081805946,2,60900,1568,3,2,3,3,1,R,R,R,R,R,R,R,R
1401403,2,201401,2,2.427272727,1.081805946,1,102800,1568,3,9,9,9,9,R,R,R,R,9,9,9,9
1401404,4,201401,2,5.784210526,1.081805946,2,89000,1620,3,3,3,1,9,R,I,R,R,R,R,R,R
1402001,3,201402,2,16.367857143,1.06681455,1,107600,2304,3,9,9,9,9,R,I,R,R,9,9,9,9
1402002,1,201402,2,2.141666667,1.06681455,2,82100,1568,3,1,3,1,9,R,I,R,R,R,R,R,R
1402003,2,201402,2,3.245454545,1.06681455,2,91800,2176,3,1,3,2,1,R,R,R,R,R,R,R,R
1402004,3,201402,1,32.735714286,0.896454189,2,39500,896,1,2,3,3,1,I,I,I,I,I,I,I,I
1402005,4,201402,2,5.868421053,1.06681455,2,100600,1404,1,3,3,1,9,R,R,R,R,R,R,I,R
1402006,1,201402,1,4.283333333,0.896454189,1,40000,912,1,9,9,9,9,R,R,R,R,9,9,9,9
1402007,3,201402,1,32.735714286,0.896454189,2,50600,1216,3,2,3,1,9,I,I,I,I,I,I,I,R
1402008,2,201402,1,6.490909091,0.896454189,2,45100,1056,3,2,1,3,1,R,I,R,R,R,R,R,R
1402009,1,201402,2,2.141666667,1.06681455,2,71000,1248,1,2,1,1,9,I,I,I,I,I,I,I,R
1402010,3,201402,2,16.367857143,1.06681455,2,74300,1344,3,1,3,3,1,R,I,I,I,I,I,I,I
1402011,3,201402,1,32.735714286,0.896454189,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1402012,2,201402,2,3.245454545,1.06681455,2,89900,1792,3,2,3,1,9,R,R,R,R,R,R,R,R
1402013,2,201402,2,3.245454545,1.06681455,2,78200,1456,3,2,1,3,1,I,I,I,I,I,I,I,I
1402014,2,201402,2,3.245454545,1.06681455,2,67000,2128,3,2,3,3,1,R,R,R,R,R,R,R,R
1402015,2,201402,1,6.490909091,0.896454189,2,50100,1216,3,2,3,3,1,R,R,R,R,R,R,R,R
1402016,4,201402,2,5.868421053,1.06681455,2,104600,900,1,2,1,3,1,R,R,R,R,R,R,R,R
1402017,3,201402,1,32.735714286,0.896454189,2,66600,1368,3,2,3,3,1,R,R,R,R,R,R,R,R
1402018,2,201402,2,3.245454545,1.06681455,2,78200,1456,3,2,1,3,1,R,I,R,R,R,R,R,R
1402019,4,201402,2,5.868421053,1.06681455,2,80100,1512,3,2,1,3,1,R,I,R,R,R,R,R,R
1402020,4,201402,2,5.868421053,1.06681455,2,114900,1344,3,2,1,3,1,R,R,R,R,R,R,R,R
1402021,3,201402,1,32.735714286,0.896454189,2,41700,960,1,2,3,3,1,R,I,I,I,I,I,I,I
1402022,1,201402,2,2.141666667,1.06681455,1,67800,1568,3,9,9,9,9,R,R,R,R,9,9,9,9
1402023,3,201402,2,16.367857143,1.06681455,1,112000,2500,3,9,9,9,9,I,I,I,I,9,9,9,9
1402024,3,201402,1,32.735714286,0.896454189,2,35000,1152,3,2,3,3,1,R,R,R,R,R,R,R,R
1402025,1,201402,1,4.283333333,0.896454189,2,35600,784,1,2,1,2,1,R,I,R,R,R,R,R,R
1402026,3,201402,2,16.367857143,1.06681455,2,100900,2112,3,2,3,1,9,R,I,R,R,I,I,I,R
1402027,3,201402,2,16.367857143,1.06681455,2,68900,2128,3,2,3,3,1,R,R,R,R,R,R,R,R
1402028,3,201402,2,16.367857143,1.06681455,1,86000,2016,3,9,9,9,9,R,R,R,R,9,9,9,9
1402029,4,201402,2,5.868421053,1.06681455,2,70000,900,1,1,3,1,9,R,R,R,R,R,R,R,R
1402030,3,201402,1,32.735714286,0.896454189,2,66600,1216,3,2,1,3,1,R,R,R,R,R,R,R,R
1402031,2,201402,1,6.490909091,0.896454189,2,50600,1216,3,1,1,3,1,I,I,I,I,I,I,I,I
1402032,3,201402,1,32.735714286,0.896454189,2,50600,1216,1,2,3,3,1,I,I,I,I,I,I,I,I
1402033,1,201402,2,2.141666667,1.06681455,2,41500,1568,3,3,3,3,1,R,R,R,R,R,R,R,R
1402034,1,201402,2,2.141666667,1.06681455,2,71000,1248,1,3,1,2,1,R,I,R,R,R,R,R,R
1402035,4,201402,2,5.868421053,1.06681455,2,82900,1593,3,1,1,3,1,R,I,R,R,I,R,R,R
1402036,2,201402,1,6.490909091,0.896454189,2,48000,1140,1,2,3,3,1,R,I,R,R,I,R,I,I
1402037,4,201402,2,5.868421053,1.06681455,2,185900,1830,3,1,1,1,9,R,R,R,R,R,R,R,R
1402038,3,201402,2,16.367857143,1.06681455,2,59000,2128,3,2,3,3,1,R,R,R,R,R,R,R,R
1402039,2,201402,1,6.490909091,0.896454189,1,44500,1300,3,9,9,9,9,R,R,R,R,9,9,9,9
1402040,4,201402,2,5.868421053,1.06681455,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1402041,2,201402,2,3.245454545,1.06681455,1,75000,1232,3,9,9,9,9,R,R,R,R,9,9,9,9
1402042,4,201402,2,5.868421053,1.06681455,2,91400,1836,3,2,1,3,1,R,I,I,I,I,I,I,I
1402043,3,201402,1,32.735714286,0.896454189,1,66600,900,1,9,9,9,9,R,R,R,R,9,9,9,9
1402044,2,201402,1,6.490909091,0.896454189,2,45100,1056,3,2,1,3,1,R,I,R,R,R,R,R,R
1402045,2,201402,1,6.490909091,0.896454189,2,52000,1056,3,2,1,2,1,R,R,R,R,R,R,R,R
1402046,2,201402,1,6.490909091,0.896454189,2,50600,1216,3,2,1,2,1,R,I,R,R,R,R,R,R
1402047,4,201402,1,11.736842105,0.896454189,2,34000,736,1,2,1,2,1,I,I,I,I,I,I,I,I
1402048,1,201402,2,2.141666667,1.06681455,2,79300,1680,3,2,1,2,1,R,R,R,R,R,R,R,R
1402049,3,201402,2,16.367857143,1.06681455,2,65500,1984,3,1,3,2,1,R,R,R,R,R,R,R,R
1402050,2,201402,2,3.245454545,1.06681455,2,78200,1456,3,2,1,1,9,R,I,R,R,R,R,R,R
1402051,1,201402,2,2.141666667,1.06681455,2,67700,1152,3,2,1,2,1,R,I,R,R,R,R,R,R
1402052,4,201402,2,5.868421053,1.06681455,1,111000,1400,3,9,9,9,9,R,R,R,R,9,9,9,9
1402053,2,201402,1,6.490909091,0.896454189,2,41700,960,1,1,1,2,1,R,I,R,R,R,R,R,R
1402054,3,201402,2,16.367857143,1.06681455,2,74000,1408,3,2,3,3,1,R,R,R,R,R,R,R,R
1402055,2,201402,1,6.490909091,0.896454189,2,48000,1140,1,2,3,1,9,R,I,I,I,I,I,I,R
1402056,3,201402,1,6.490909091,0.896454189,2,54000,1280,3,1,3,3,1,R,R,R,R,R,R,R,R
1402057,3,201402,2,16.367857143,1.06681455,1,55600,2048,3,9,9,9,9,R,R,R,R,9,9,9,9
1402058,4,201402,1,11.736842105,0.896454189,2,53000,600,1,3,1,2,1,R,R,R,R,R,R,R,R
1402059,3,201402,2,16.367857143,1.06681455,1,63000,1344,3,9,9,9,9,R,R,R,R,9,9,9,9
1402060,4,201402,2,5.868421053,1.06681455,2,185900,1276,1,2,1,3,1,R,R,R,R,R,R,R,R
1402061,2,201402,1,6.490909091,0.896454189,2,34500,700,1,1,3,2,1,R,R,R,R,R,R,R,R
1402062,4,201402,2,5.868421053,1.06681455,2,73600,1323,1,3,1,2,1,R,I,R,R,R,R,R,R
1402063,2,201402,2,3.245454545,1.06681455,2,78200,1456,3,1,1,1,9,I,I,I,I,I,I,I,R
1402064,2,201402,1,6.490909091,0.896454189,2,45100,1056,3,1,1,1,9,R,I,I,I,I,I,I,R
1402065,4,201402,1,11.736842105,0.896454189,2,43800,1020,1,1,1,3,1,I,I,I,I,I,I,I,I
1402066,4,201402,2,5.868421053,1.06681455,2,56200,1248,3,2,1,3,1,R,R,R,R,R,R,R,R
1402067,3,201402,2,16.367857143,1.06681455,1,49900,1584,3,9,9,9,9,R,R,R,R,9,9,9,9
1402068,3,201402,2,16.367857143,1.06681455,1,81900,1568,3,9,9,9,9,R,R,R,R,9,9,9,9
1402069,4,201402,2,5.868421053,1.06681455,2,73600,1323,1,2,3,1,9,I,I,I,I,I,I,I,R
1402070,3,201402,1,32.735714286,0.896454189,2,29700,896,1,2,3,2,1,R,R,R,R,R,R,R,R
1402071,3,201402,2,16.367857143,1.06681455,2,84000,1960,3,2,3,3,1,R,R,R,R,R,R,R,R
1402072,3,201402,1,32.735714286,0.896454189,3,9,9,9,9,9,9,9,I,9,9,9,9,9,9,9
1402073,1,201402,1,4.283333333,0.896454189,1,52500,1216,3,9,9,9,9,R,R,R,R,9,9,9,9
1402074,3,201402,2,16.367857143,1.06681455,1,60000,1792,3,9,9,9,9,R,R,R,R,9,9,9,9
1402075,2,201402,2,3.245454545,1.06681455,2,74300,1344,3,2,1,3,1,R,I,I,I,R,R,R,R
1402076,3,201402,2,16.367857143,1.06681455,2,61700,2500,3,2,3,3,1,R,R,R,R,R,R,R,R
1402077,1,201402,1,4.283333333,0.896454189,2,46500,784,1,1,3,1,9,R,R,R,R,R,R,R,R
1402078,4,201402,2,5.868421053,1.06681455,2,83900,1620,3,2,1,3,1,R,I,R,R,R,R,R,R
1402079,3,201402,1,32.735714286,0.896454189,2,41300,1216,3,2,1,3,1,R,R,R,R,R,R,R,R
1402080,3,201402,2,16.367857143,1.06681455,2,112000,2500,3,2,3,3,1,R,I,I,I,I,I,I,I
1402081,3,201402,1,32.735714286,0.896454189,2,47500,1064,3,2,1,3,1,R,R,R,R,R,R,R,R
1402082,4,201402,2,5.868421053,1.06681455,2,73500,1320,3,3,1,2,1,R,I,R,R,R,R,R,R
